BIANA ID	UniProt ID	Gene Symbol	Seed	Description	Gene ID	Equivalent Entries	GUILD Score	Degree
7675	Q96Q15	SMG1	0	RecName: Full=Serine/threonine-protein kinase SMG1; Short=SMG-1; Short=hSMG-1; EC=2.7.11.1; AltName: Full=Lambda/iota protein kinase C-interacting protein {ECO:0000303|PubMed:8524286}; Short=Lambda-interacting protein {ECO:0000303|PubMed:8524286}; AltName: Full=Nonsense mediated mRNA decay-associated PI3K-related kinase SMG1 {ECO:0000312|HGNC:HGNC:30045};	23049	-	0.107594	44
41569	P08729	KRT7	0	RecName: Full=Keratin, type II cytoskeletal 7; AltName: Full=Cytokeratin-7; Short=CK-7; AltName: Full=Keratin-7; Short=K7; AltName: Full=Sarcolectin; AltName: Full=Type-II keratin Kb7;	3855	-	0.10758	32
55415	Q8WUZ0	BCL7C	0	RecName: Full=B-cell CLL/lymphoma 7 protein family member C;	9274	-	0.107579	46
42203	Q9NVH2	INTS7	0	RecName: Full=Integrator complex subunit 7; Short=Int7;	25896	-	0.107579	13
51599	O43303	CCP110	0	RecName: Full=Centriolar coiled-coil protein of 110 kDa; AltName: Full=Centrosomal protein of 110 kDa; Short=CP110; Short=Cep110;	9738	-	0.107579	88
27200	Q86SQ7	SDCCAG8	0	RecName: Full=Serologically defined colon cancer antigen 8; AltName: Full=Antigen NY-CO-8; AltName: Full=Centrosomal colon cancer autoantigen protein; Short=hCCCAP;	10806	-	0.107576	10
41676	Q96AT1	KIAA1143	0	RecName: Full=Uncharacterized protein KIAA1143;	57456	-	0.107571	20
32249	Q8WUA2	PPIL4	0	RecName: Full=Peptidyl-prolyl cis-trans isomerase-like 4; Short=PPIase; EC=5.2.1.8; AltName: Full=Cyclophilin-like protein PPIL4; AltName: Full=Rotamase PPIL4;	85313	-	0.107571	40
33538	P50542	PEX5	0	RecName: Full=Peroxisomal targeting signal 1 receptor {ECO:0000305}; Short=PTS1 receptor {ECO:0000303|PubMed:7719337}; Short=PTS1R; AltName: Full=PTS1-BP; AltName: Full=Peroxin-5; AltName: Full=Peroxisomal C-terminal targeting signal import receptor; AltName: Full=Peroxisome receptor 1;	5830	-	0.107566	83
26318	Q9Y448	KNSTRN	0	RecName: Full=Small kinetochore-associated protein {ECO:0000303|PubMed:19667759}; Short=SKAP {ECO:0000303|PubMed:19667759}; AltName: Full=Kinetochore-localized astrin-binding protein {ECO:0000303|PubMed:21402792}; Short=Kinastrin {ECO:0000303|PubMed:21402792}; AltName: Full=Kinetochore-localized astrin/SPAG5-binding protein; AltName: Full=TRAF4-associated factor 1;	90417	-	0.107564	32
11546	Q8NFF5	FLAD1	0	RecName: Full=FAD synthase; EC=2.7.7.2 {ECO:0000269|PubMed:16643857}; AltName: Full=FAD pyrophosphorylase; AltName: Full=FMN adenylyltransferase; AltName: Full=Flavin adenine dinucleotide synthase; Includes: RecName: Full=Molybdenum cofactor biosynthesis protein-like region; Includes: RecName: Full=FAD synthase region; Flags: Precursor;	80308	-	0.107564	54
43998	Q9BSH5	HDHD3	0	RecName: Full=Haloacid dehalogenase-like hydrolase domain-containing protein 3;	81932	-	0.10756	40
46056	Q96ME1	FBXL18	0	RecName: Full=F-box/LRR-repeat protein 18; AltName: Full=F-box and leucine-rich repeat protein 18;	80028	-	0.107559	26
12615	O15270	SPTLC2	0	RecName: Full=Serine palmitoyltransferase 2 {ECO:0000305}; EC=2.3.1.50 {ECO:0000269|PubMed:19416851}; AltName: Full=Long chain base biosynthesis protein 2; Short=LCB 2; AltName: Full=Long chain base biosynthesis protein 2a; Short=LCB2a {ECO:0000303|PubMed:19416851}; AltName: Full=Serine-palmitoyl-CoA transferase 2; Short=SPT 2;	9517	-	0.107558	85
30618	Q96T37	RBM15	0	RecName: Full=RNA-binding protein 15 {ECO:0000305}; AltName: Full=One-twenty two protein 1 {ECO:0000303|PubMed:16129689}; AltName: Full=RNA-binding motif protein 15 {ECO:0000303|PubMed:11431691};	64783	-	0.107558	56
21386	Q7Z2T5	TRMT1L	0	RecName: Full=TRMT1-like protein; EC=2.1.1.-;	81627	-	0.107554	39
22906	Q8WTV1	THAP3	0	RecName: Full=THAP domain-containing protein 3;	90326	-	0.107546	23
30543	Q6VN20	RANBP10	0	RecName: Full=Ran-binding protein 10; Short=RanBP10;	57610	-	0.107539	20
11563	O14867	BACH1	0	RecName: Full=Transcription regulator protein BACH1 {ECO:0000305}; AltName: Full=BTB and CNC homolog 1 {ECO:0000303|PubMed:9544839}; AltName: Full=HA2303;	571	-	0.107538	23
43654	Q96FZ2	HMCES	0	RecName: Full=Abasic site processing protein HMCES {ECO:0000305}; EC=4.-.-.- {ECO:0000305|PubMed:30554877, ECO:0000305|PubMed:31235913}; AltName: Full=Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein {ECO:0000312|HGNC:HGNC:24446}; Short=ES cell-specific 5hmC-binding protein {ECO:0000312|HGNC:HGNC:24446}; AltName: Full=Peptidase HMCES {ECO:0000305}; EC=3.4.-.- {ECO:0000250|UniProtKB:Q8R1M0}; AltName: Full=SRAP domain-containing protein 1 {ECO:0000250|UniProtKB:Q8R1M0};	56941	-	0.107536	12
25336	Q8N5J4	SPIC	0	RecName: Full=Transcription factor Spi-C;	121599	-	0.107528	3
14529	P23786	CPT2	0	RecName: Full=Carnitine O-palmitoyltransferase 2, mitochondrial {ECO:0000305}; EC=2.3.1.21 {ECO:0000269|PubMed:20538056}; AltName: Full=Carnitine palmitoyltransferase II; Short=CPT II; Flags: Precursor;	1376	-	0.107514	23
28882	P62875	POLR2L	0	RecName: Full=DNA-directed RNA polymerases I, II, and III subunit RPABC5; Short=RNA polymerases I, II, and III subunit ABC5; AltName: Full=DNA-directed RNA polymerase III subunit L; AltName: Full=RNA polymerase II 7.6 kDa subunit; Short=RPB7.6; AltName: Full=RPB10 homolog;	5441	-	0.107513	37
27892	Q96AG3	SLC25A46	0	RecName: Full=Mitochondrial outer membrane protein SLC25A46 {ECO:0000305}; AltName: Full=Solute carrier family 25 member 46;	91137	-	0.10751	203
9327	Q70CQ3	USP30	0	RecName: Full=Ubiquitin carboxyl-terminal hydrolase 30; EC=3.4.19.12 {ECO:0000269|PubMed:14715245}; AltName: Full=Deubiquitinating enzyme 30; AltName: Full=Ubiquitin thioesterase 30; AltName: Full=Ubiquitin-specific-processing protease 30; Short=Ub-specific protease 30;	84749	-	0.107507	48
27345	Q8WVM8	SCFD1	0	RecName: Full=Sec1 family domain-containing protein 1; AltName: Full=SLY1 homolog; Short=Sly1p; AltName: Full=Syntaxin-binding protein 1-like 2;	23256	-	0.107506	123
61233	Q5TFG8	ZC2HC1B	0	RecName: Full=Zinc finger C2HC domain-containing protein 1B;	153918	-	0.107505	9
53572	Q9NPF0	CD320	0	RecName: Full=CD320 antigen; AltName: Full=8D6 antigen {ECO:0000303|PubMed:10727470}; AltName: Full=FDC-signaling molecule 8D6 {ECO:0000303|PubMed:10727470, ECO:0000303|PubMed:11418631}; Short=FDC-SM-8D6 {ECO:0000303|PubMed:11418631}; AltName: Full=Transcobalamin receptor {ECO:0000303|PubMed:18779389}; Short=TCblR {ECO:0000303|PubMed:18779389, ECO:0000303|PubMed:20524213}; AltName: CD_antigen=CD320; Flags: Precursor;	51293	-	0.107503	5
35379	P61970	NUTF2	0	RecName: Full=Nuclear transport factor 2 {ECO:0000303|PubMed:7744965}; Short=NTF-2; AltName: Full=Placental protein 15 {ECO:0000303|PubMed:3380696}; Short=PP15 {ECO:0000303|PubMed:3380696};	10204	-	0.107497	78
61312	Q504Y2	PKDCC	0	RecName: Full=Extracellular tyrosine-protein kinase PKDCC {ECO:0000305}; EC=2.7.10.2 {ECO:0000269|PubMed:25171405}; AltName: Full=Protein kinase domain-containing protein, cytoplasmic {ECO:0000312|HGNC:HGNC:25123}; AltName: Full=Protein kinase-like protein SgK493; AltName: Full=Sugen kinase 493; AltName: Full=Vertebrate lonesome kinase {ECO:0000250|UniProtKB:Q5RJI4}; Flags: Precursor;	91461	-	0.107496	1
61360	Q9GZU5	NYX	0	RecName: Full=Nyctalopin; Flags: Precursor;	60506	-	0.107496	1
35808	Q9H6R4	NOL6	0	RecName: Full=Nucleolar protein 6; AltName: Full=Nucleolar RNA-associated protein {ECO:0000303|PubMed:11895476}; Short=Nrap {ECO:0000303|PubMed:11895476};	65083	-	0.107495	40
39607	O94822	LTN1	0	RecName: Full=E3 ubiquitin-protein ligase listerin; EC=2.3.2.27 {ECO:0000305|PubMed:25578875}; AltName: Full=RING finger protein 160; AltName: Full=RING-type E3 ubiquitin transferase listerin {ECO:0000305}; AltName: Full=Zinc finger protein 294;	26046	-	0.107488	36
13306	Q86XK2	FBXO11	0	RecName: Full=F-box only protein 11; AltName: Full=Protein arginine N-methyltransferase 9; AltName: Full=Vitiligo-associated protein 1; Short=VIT-1;	80204	-	0.107487	9
10090	Q96GX5	MASTL	0	RecName: Full=Serine/threonine-protein kinase greatwall; Short=GW; Short=GWL; Short=hGWL; EC=2.7.11.1; AltName: Full=Microtubule-associated serine/threonine-protein kinase-like; Short=MAST-L;	84930	-	0.107487	18
40018	Q969R5	L3MBTL2	0	RecName: Full=Lethal(3)malignant brain tumor-like protein 2; Short=H-l(3)mbt-like protein 2; Short=L(3)mbt-like protein 2;	83746	-	0.107477	92
45715	P63218	GNG5	0	RecName: Full=Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5; Flags: Precursor;	2787	-	0.107476	34
44394	Q9NYZ3	GTSE1	0	RecName: Full=G2 and S phase-expressed protein 1 {ECO:0000305}; Short=GTSE-1; AltName: Full=Protein B99 homolog;	51512	-	0.107473	46
19424	Q9Y6W5	WASF2	0	RecName: Full=Actin-binding protein WASF2 {ECO:0000305}; AltName: Full=Protein WAVE-2; AltName: Full=Verprolin homology domain-containing protein 2; AltName: Full=Wiskott-Aldrich syndrome protein family member 2; Short=WASP family protein member 2;	10163	-	0.107471	70
47223	Q17RN3	FAM98C	0	RecName: Full=Protein FAM98C;	147965	-	0.107466	13
40053	Q99732	LITAF	0	RecName: Full=Lipopolysaccharide-induced tumor necrosis factor-alpha factor {ECO:0000303|PubMed:10200294}; Short=LPS-induced TNF-alpha factor {ECO:0000303|PubMed:10200294}; AltName: Full=Small integral membrane protein of lysosome/late endosome {ECO:0000303|PubMed:11274176}; AltName: Full=p53-induced gene 7 protein {ECO:0000303|PubMed:11274176};	9516	-	0.107464	59
11194	P29350	PTPN6	0	RecName: Full=Tyrosine-protein phosphatase non-receptor type 6; EC=3.1.3.48 {ECO:0000269|PubMed:29925997, ECO:0000269|PubMed:38532423}; AltName: Full=Hematopoietic cell protein-tyrosine phosphatase; AltName: Full=Protein-tyrosine phosphatase 1C; Short=PTP-1C; AltName: Full=Protein-tyrosine phosphatase SHP-1; AltName: Full=SH-PTP1;	5777	-	0.10746	54
45489	P55040	GEM	0	RecName: Full=GTP-binding protein GEM; AltName: Full=GTP-binding mitogen-induced T-cell protein; AltName: Full=RAS-like protein KIR;	2669	-	0.107459	129
38878	Q15013	MAD2L1BP	0	RecName: Full=MAD2L1-binding protein; AltName: Full=Caught by MAD2 protein; AltName: Full=p31(comet) {ECO:0000303|PubMed:18022368};	9587	-	0.107455	25
35252	Q8WVJ2	NUDCD2	0	RecName: Full=NudC domain-containing protein 2;	134492	-	0.107452	76
52311	Q96KA5	CLPTM1L	0	RecName: Full=Lipid scramblase CLPTM1L {ECO:0000305|PubMed:35344438}; AltName: Full=Cisplatin resistance-related protein 9 {ECO:0000303|PubMed:35344438}; Short=CRR9p; AltName: Full=Cleft lip and palate transmembrane protein 1-like protein; Short=CLPTM1-like protein;	81037	-	0.107444	98
11100	Q8WZA2	RAPGEF4	0	RecName: Full=Rap guanine nucleotide exchange factor 4; AltName: Full=Exchange factor directly activated by cAMP 2; AltName: Full=Exchange protein directly activated by cAMP 2; Short=EPAC 2; AltName: Full=cAMP-regulated guanine nucleotide exchange factor II; Short=cAMP-GEFII;	11069	-	0.107441	16
48448	P11161	EGR2	0	RecName: Full=E3 SUMO-protein ligase EGR2; EC=2.3.2.- {ECO:0000269|PubMed:21836637}; AltName: Full=AT591; AltName: Full=E3 SUMO-protein transferase ERG2 {ECO:0000305}; AltName: Full=Early growth response protein 2; Short=EGR-2; AltName: Full=Zinc finger protein Krox-20;	1959	-	0.10744	148
7906	Q9BUL5	PHF23	0	RecName: Full=PHD finger protein 23 {ECO:0000303|PubMed:25484098}; AltName: Full=PDH-containing protein JUNE-1 {ECO:0000250|UniProtKB:Q8BSN5};	79142	-	0.107438	27
23764	Q6P1X5	TAF2	0	RecName: Full=Transcription initiation factor TFIID subunit 2; AltName: Full=150 kDa cofactor of initiator function; AltName: Full=RNA polymerase II TBP-associated factor subunit B; AltName: Full=TBP-associated factor 150 kDa; AltName: Full=Transcription initiation factor TFIID 150 kDa subunit; Short=TAF(II)150; Short=TAFII-150; Short=TAFII150;	6873	-	0.107423	28
58194	P21399	ACO1	0	RecName: Full=Cytoplasmic aconitate hydratase {ECO:0000305|PubMed:1946430}; Short=Aconitase; EC=4.2.1.3 {ECO:0000269|PubMed:1281544, ECO:0000269|PubMed:1946430, ECO:0000269|PubMed:8041788}; AltName: Full=Citrate hydro-lyase; AltName: Full=Ferritin repressor protein; AltName: Full=Iron regulatory protein 1; Short=IRP1; AltName: Full=Iron-responsive element-binding protein 1; Short=IRE-BP 1;	48	-	0.107419	19
28703	Q5VT52	RPRD2	0	RecName: Full=Regulation of nuclear pre-mRNA domain-containing protein 2;	23248	-	0.107417	38
44279	Q8IUE6	H2AC21	0	RecName: Full=Histone H2A type 2-B; AltName: Full=H2A-clustered histone 21 {ECO:0000312|HGNC:HGNC:20508};	317772	-	0.107413	42
40626	Q9NVR5	DNAAF2	0	RecName: Full=Protein kintoun {ECO:0000255|HAMAP-Rule:MF_03069}; AltName: Full=Dynein assembly factor 2, axonemal {ECO:0000255|HAMAP-Rule:MF_03069};	55172	-	0.107413	6
7112	P07738	BPGM	0	RecName: Full=Bisphosphoglycerate mutase; Short=BPGM; EC=5.4.2.4 {ECO:0000269|PubMed:21045285}; AltName: Full=2,3-bisphosphoglycerate mutase, erythrocyte; AltName: Full=2,3-bisphosphoglycerate synthase; EC=5.4.2.11 {ECO:0000269|PubMed:21045285}; AltName: Full=2,3-diphosphoglycerate mutase; Short=DPGM; AltName: Full=BPG-dependent PGAM;	669	-	0.107409	9
26546	Q9UQ13	SHOC2	0	RecName: Full=Leucine-rich repeat protein SHOC-2; AltName: Full=Protein soc-2 homolog; AltName: Full=Protein sur-8 homolog;	8036	-	0.107408	14
16000	Q08493	PDE4C	0	RecName: Full=3',5'-cyclic-AMP phosphodiesterase 4C {ECO:0000305}; EC=3.1.4.53 {ECO:0000269|PubMed:7843419}; AltName: Full=DPDE1; AltName: Full=PDE21; AltName: Full=cAMP-specific phosphodiesterase 4C {ECO:0000305};	5143	-	0.107405	9
55347	Q9HBH7	BEX1	0	RecName: Full=Protein BEX1; AltName: Full=Brain-expressed X-linked protein 1;	55859	-	0.1074	28
50518	Q15828	CST6	0	RecName: Full=Cystatin-M; AltName: Full=Cystatin-6; AltName: Full=Cystatin-E; Flags: Precursor;	1474	-	0.107384	8
48136	Q9P0I2	EMC3	0	RecName: Full=ER membrane protein complex subunit 3; AltName: Full=Transmembrane protein 111;	55831	-	0.107374	116
57290	Q8N2N9	ANKRD36B	0	RecName: Full=Ankyrin repeat domain-containing protein 36B; AltName: Full=CLL-associated antigen KW-1;	57730	-	0.107366	18
31606	Q92530	PSMF1	0	RecName: Full=Proteasome inhibitor PI31 subunit; Short=hPI31;	9491	-	0.107364	43
25143	P11277	SPTB	0	RecName: Full=Spectrin beta chain, erythrocytic; AltName: Full=Beta-I spectrin;	6710	-	0.107362	36
45760	O43716	GATC	0	RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03149}; Short=Glu-AdT subunit C {ECO:0000255|HAMAP-Rule:MF_03149}; EC=6.3.5.- {ECO:0000255|HAMAP-Rule:MF_03149}; AltName: Full=Protein 15E1.2;	283459	-	0.107357	35
49770	Q6P158	DHX57	0	RecName: Full=Putative ATP-dependent RNA helicase DHX57; EC=3.6.4.13; AltName: Full=DEAH box protein 57;	90957	-	0.107354	64
7044	P34949	MPI	0	RecName: Full=Mannose-6-phosphate isomerase; EC=5.3.1.8 {ECO:0000269|PubMed:8307007, ECO:0000305|PubMed:9525984, ECO:0000305|PubMed:9585601}; AltName: Full=Phosphohexomutase; AltName: Full=Phosphomannose isomerase {ECO:0000303|PubMed:8307007}; Short=PMI {ECO:0000303|PubMed:8307007};	4351	-	0.107354	21
16529	Q5JTY5	ZNG1C	0	RecName: Full=Zinc-regulated GTPase metalloprotein activator 1C {ECO:0000303|PubMed:35584702}; EC=3.6.5.- {ECO:0000250|UniProtKB:Q8VEH6}; AltName: Full=Cobalamin synthase W domain-containing protein 3 {ECO:0000305}; Short=COBW domain-containing protein 3 {ECO:0000305};	445571	-	0.107351	9
23415	Q96EI5	TCEAL4	0	RecName: Full=Transcription elongation factor A protein-like 4; Short=TCEA-like protein 4; AltName: Full=Transcription elongation factor S-II protein-like 4;	79921	-	0.10734	18
57780	Q9H9G7	AGO3	0	RecName: Full=Protein argonaute-3 {ECO:0000255|HAMAP-Rule:MF_03032}; Short=Argonaute3 {ECO:0000255|HAMAP-Rule:MF_03032}; Short=hAgo3; EC=3.1.26.n2 {ECO:0000269|PubMed:29040713}; AltName: Full=Argonaute RISC catalytic component 3; AltName: Full=Eukaryotic translation initiation factor 2C 3 {ECO:0000255|HAMAP-Rule:MF_03032}; Short=eIF-2C 3 {ECO:0000255|HAMAP-Rule:MF_03032}; Short=eIF2C 3 {ECO:0000255|HAMAP-Rule:MF_03032};	192669	-	0.107335	57
22717	P62072	TIMM10	0	RecName: Full=Mitochondrial import inner membrane translocase subunit Tim10;	26519	-	0.107335	23
15774	P51955	NEK2	0	RecName: Full=Serine/threonine-protein kinase Nek2; EC=2.7.11.1; AltName: Full=HSPK 21; AltName: Full=Never in mitosis A-related kinase 2; Short=NimA-related protein kinase 2; AltName: Full=NimA-like protein kinase 1;	4751	-	0.107334	36
32459	Q9Y244	POMP	0	RecName: Full=Proteasome maturation protein {ECO:0000305}; AltName: Full=Proteassemblin; AltName: Full=Protein UMP1 homolog {ECO:0000303|PubMed:23495936}; Short=hUMP1 {ECO:0000303|PubMed:23495936}; AltName: Full=Voltage-gated K channel beta subunit 4.1;	51371	-	0.107333	45
19582	Q96JC1	VPS39	0	RecName: Full=Vam6/Vps39-like protein {ECO:0000305}; AltName: Full=TRAP1-like protein; Short=hVam6p;	23339	-	0.107332	61
36239	Q9Y697	NFS1	0	RecName: Full=Cysteine desulfurase {ECO:0000305}; EC=2.8.1.7 {ECO:0000269|PubMed:16527810, ECO:0000269|PubMed:18650437, ECO:0000269|PubMed:29097656}; Flags: Precursor;	9054	-	0.10733	82
53086	Q5JTW2	CEP78	0	RecName: Full=Centrosomal protein of 78 kDa {ECO:0000305}; Short=Cep78 {ECO:0000303|PubMed:27588451};	84131	-	0.107318	9
32899	Q5SXH7	PLEKHS1	0	RecName: Full=Pleckstrin homology domain-containing family S member 1 {ECO:0000305}; Short=PH domain-containing family S member 1; AltName: Full=Epididymis luminal protein 185; Short=hEL185;	79949	-	0.107317	10
15101	Q8IYB8	SUPV3L1	0	RecName: Full=ATP-dependent RNA helicase SUPV3L1, mitochondrial; EC=3.6.4.13 {ECO:0000269|PubMed:12466530}; AltName: Full=Suppressor of var1 3-like protein 1; Short=SUV3-like protein 1; Flags: Precursor;	6832	-	0.107312	65
37028	Q9NP98	MYOZ1	0	RecName: Full=Myozenin-1; AltName: Full=Calsarcin-2; AltName: Full=Filamin-, actinin- and telethonin-binding protein; AltName: Full=Protein FATZ;	58529	-	0.107311	42
7120	Q96B36	AKT1S1	0	RecName: Full=Proline-rich AKT1 substrate 1; AltName: Full=40 kDa proline-rich AKT substrate;	84335	-	0.107306	12
22993	Q92734	TFG	0	RecName: Full=Protein TFG; AltName: Full=TRK-fused gene protein;	10342	-	0.107306	120
28835	P36954	POLR2I	0	RecName: Full=DNA-directed RNA polymerase II subunit RPB9; Short=RNA polymerase II subunit B9; AltName: Full=DNA-directed RNA polymerase II subunit I; AltName: Full=RNA polymerase II 14.5 kDa subunit; Short=RPB14.5;	5438	-	0.107297	19
16555	Q68EA5	ZNF57	0	RecName: Full=Zinc finger protein 57; AltName: Full=Zinc finger protein 424;	126295	-	0.107292	26
32576	Q8TF01	PNISR	0	RecName: Full=Arginine/serine-rich protein PNISR; AltName: Full=PNN-interacting serine/arginine-rich protein; AltName: Full=SR-related protein; AltName: Full=SR-rich protein; AltName: Full=Serine/arginine-rich-splicing regulatory protein 130; Short=SRrp130; AltName: Full=Splicing factor, arginine/serine-rich 130; AltName: Full=Splicing factor, arginine/serine-rich 18;	25957	-	0.107287	24
11497	Q9H422	HIPK3	0	RecName: Full=Homeodomain-interacting protein kinase 3; EC=2.7.11.1; AltName: Full=Androgen receptor-interacting nuclear protein kinase; Short=ANPK; AltName: Full=Fas-interacting serine/threonine-protein kinase; Short=FIST; AltName: Full=Homolog of protein kinase YAK1;	10114	-	0.107284	33
55279	Q9NZM4	BICRA	0	RecName: Full=BRD4-interacting chromatin-remodeling complex-associated protein {ECO:0000305}; AltName: Full=Glioma tumor suppressor candidate region gene 1 protein {ECO:0000312|HGNC:HGNC:4332};	29998	-	0.107284	34
50257	Q9UHG0	DCDC2	0	RecName: Full=Doublecortin domain-containing protein 2; AltName: Full=Protein RU2S;	51473	-	0.107283	33
33890	Q9UHG3	PCYOX1	0	RecName: Full=Prenylcysteine oxidase 1 {ECO:0000305}; EC=1.8.3.5 {ECO:0000269|PubMed:10585463, ECO:0000269|PubMed:11078725, ECO:0000269|PubMed:12186880}; AltName: Full=Prenylcysteine lyase {ECO:0000303|PubMed:10585463}; Flags: Precursor;	51449	-	0.107282	80
30604	Q5T8P6	RBM26	0	RecName: Full=RNA-binding protein 26 {ECO:0000305}; AltName: Full=CTCL tumor antigen se70-2; AltName: Full=RNA-binding motif protein 26;	64062	-	0.107279	34
41572	Q8N1N4	KRT78	0	RecName: Full=Keratin, type II cytoskeletal 78; AltName: Full=Cytokeratin-78; Short=CK-78; AltName: Full=Keratin-5b; AltName: Full=Keratin-78; Short=K78; AltName: Full=Type-II keratin Kb40;	196374	-	0.107279	25
46933	Q9UKT5	FBXO4	0	RecName: Full=F-box only protein 4;	26272	-	0.107279	14
16732	Q6AZW8	ZNF660	0	RecName: Full=Zinc finger protein 660;	285349	-	0.107278	5
7656	P32246	CCR1	0	RecName: Full=C-C chemokine receptor type 1; Short=C-C CKR-1; Short=CC-CKR-1; Short=CCR-1; Short=CCR1; AltName: Full=HM145; AltName: Full=LD78 receptor; AltName: Full=Macrophage inflammatory protein 1-alpha receptor; Short=MIP-1alpha-R; AltName: Full=RANTES-R; AltName: CD_antigen=CD191;	1230	-	0.107273	12
45360	Q9NWU2	GID8	0	RecName: Full=Glucose-induced degradation protein 8 homolog; AltName: Full=Two hybrid-associated protein 1 with RanBPM {ECO:0000303|PubMed:28829046}; Short=Twa1 {ECO:0000303|PubMed:28829046};	54994	-	0.107271	15
17557	Q9H6S0	YTHDC2	0	RecName: Full=3'-5' RNA helicase YTHDC2 {ECO:0000305}; EC=3.6.4.13 {ECO:0000269|PubMed:29033321}; AltName: Full=YTH domain-containing protein 2 {ECO:0000303|PubMed:29033321}; Short=hYTHDC2 {ECO:0000303|PubMed:29033321};	64848	-	0.10727	30
29689	Q96L21	RPL10L	0	RecName: Full=Ribosomal protein uL16-like {ECO:0000305}; AltName: Full=60S ribosomal protein L10-like {ECO:0000303|PubMed:12490704}; AltName: Full=Large ribosomal subunit protein uL16-like;	140801	-	0.107268	68
33041	Q00169	PITPNA	0	RecName: Full=Phosphatidylinositol transfer protein alpha isoform; Short=PI-TP-alpha; Short=PtdIns transfer protein alpha; Short=PtdInsTP alpha;	5306	-	0.107266	19
25205	Q9NUQ6	SPATS2L	0	RecName: Full=SPATS2-like protein; AltName: Full=DNA polymerase-transactivated protein 6; AltName: Full=Stress granule and nucleolar protein; Short=SGNP;	26010	-	0.107263	25
40490	Q569H4	PRR16	0	RecName: Full=Protein Largen; AltName: Full=Mesenchymal stem cell protein DSC54; AltName: Full=Proline-rich protein 16;	51334	-	0.107259	9
16956	Q70YC5	ZNF365	0	RecName: Full=Protein ZNF365; AltName: Full=DISC1-binding zinc-finger protein {ECO:0000303|PubMed:17389905}; AltName: Full=Protein su48;	22891	-	0.107259	7
22281	Q99805	TM9SF2	0	RecName: Full=Transmembrane 9 superfamily member 2; AltName: Full=p76; Flags: Precursor;	9375	-	0.107255	77
54110	Q9ULV8	CBLC	0	RecName: Full=E3 ubiquitin-protein ligase CBL-C; EC=2.3.2.27 {ECO:0000269|PubMed:14661060, ECO:0000269|PubMed:20525694, ECO:0000269|PubMed:23145173}; AltName: Full=RING finger protein 57; AltName: Full=RING-type E3 ubiquitin transferase CBL-C {ECO:0000305}; AltName: Full=SH3-binding protein CBL-3; AltName: Full=SH3-binding protein CBL-C; AltName: Full=Signal transduction protein CBL-C;	23624	-	0.107253	34
34710	O43913	ORC5	0	RecName: Full=Origin recognition complex subunit 5;	5001	-	0.107251	39
31021	Q13636	RAB31	0	RecName: Full=Ras-related protein Rab-31; AltName: Full=Ras-related protein Rab-22B;	11031	-	0.107249	28
30952	P61006	RAB8A	0	RecName: Full=Ras-related protein Rab-8A; EC=3.6.5.2 {ECO:0000305|PubMed:19864458}; AltName: Full=Oncogene c-mel; Flags: Precursor;	4218	-	0.107248	57
56318	Q8N3C0	ASCC3	0	RecName: Full=Activating signal cointegrator 1 complex subunit 3; EC=3.6.4.12 {ECO:0000269|PubMed:22055184, ECO:0000269|PubMed:32579943, ECO:0000269|PubMed:36302773}; AltName: Full=ASC-1 complex subunit p200 {ECO:0000303|PubMed:12077347}; Short=ASC1p200; AltName: Full=Helicase, ATP binding 1; AltName: Full=Trip4 complex subunit p200 {ECO:0000303|PubMed:12077347};	10973	-	0.107245	45
56945	O95704	APBB3	0	RecName: Full=Amyloid-beta A4 precursor protein-binding family B member 3; AltName: Full=Protein Fe65-like 2; Short=Fe65L2;	10307	-	0.107238	9
52525	P33552	CKS2	0	RecName: Full=Cyclin-dependent kinases regulatory subunit 2; Short=CKS-2;	1164	-	0.107236	13
57150	Q9UPS8	ANKRD26	0	RecName: Full=Ankyrin repeat domain-containing protein 26 {ECO:0000305};	22852	-	0.107229	85
8018	P51449	RORC	0	RecName: Full=Nuclear receptor ROR-gamma; AltName: Full=Nuclear receptor RZR-gamma; AltName: Full=Nuclear receptor subfamily 1 group F member 3; AltName: Full=RAR-related orphan receptor C; AltName: Full=Retinoid-related orphan receptor-gamma;	6097	-	0.107226	26
9481	Q92995	USP13	0	RecName: Full=Ubiquitin carboxyl-terminal hydrolase 13; EC=3.4.19.12 {ECO:0000269|PubMed:23940278, ECO:0000269|PubMed:28534493, ECO:0000269|PubMed:33592542}; AltName: Full=Deubiquitinating enzyme 13; AltName: Full=Isopeptidase T-3; Short=ISOT-3; AltName: Full=Ubiquitin thioesterase 13; AltName: Full=Ubiquitin-specific-processing protease 13;	8975	-	0.107221	38
29484	Q6DKI1	RPL7L1	0	RecName: Full=Ribosomal protein uL30-like {ECO:0000305}; AltName: Full=60S ribosomal protein L7-like 1; AltName: Full=Large ribosomal subunit protein uL30-like 1;	285855	-	0.107219	31
57908	Q9GZN8	ADISSP	0	RecName: Full=Adipose-secreted signaling protein {ECO:0000312|HGNC:HGNC:15873};	54976	-	0.107218	17
